model_name,temperature,phenomenon,decoding_scheme,question,seed,item_id,prompt,response,response_option,target,correct_option,competitor,distractor_associate,distractor_nonsequitur,incorrect_literal,incorrect_nonliteral,incorrect_associate,distractor_lexical_overlap,distractor_associative,distractor_plausibleliteral,distractor_literal,distractor_nonsequitut,incorrect_straightforward,associative_nonsequitur,funny_nonsequitur,neutral_nonsequitur,incorrect_lexical_overlap,incorrect_social_convention,annotation_tsvilodub,annotation_wang
gpt-3.5-turbo-instruct,0.1,indirect_speech,greedy,,4,19,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Nate is about to leave the house. His wife points at a full bag of garbage and asks: ""Are you going out?"" What might she be trying to convey?


Your answer:
","
Nate's wife is most likely trying to convey that she wants him to take out the garbage before he leaves the house. She may be reminding him or asking him to do it before he goes out.",target,,,,,,,,,,,,,,,,,,,,,
gpt-3.5-turbo-instruct,0.1,indirect_speech,greedy,,4,20,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Sam is sunning himself on the porch. Peter comes out of the house and forgets to close the screen door. Sam says, ""Peter, there are many flies and mosquitoes outside."" What might he be trying to convey?


Your answer:
","
Sam is trying to convey that the open screen door is allowing flies and mosquitoes to enter the porch and bother him. He is asking Peter to close the door to keep the insects out.",target,,,,,,,,,,,,,,,,,,,,,
gpt-3.5-turbo-instruct,0.1,irony,greedy,,4,1,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

In a shop, Lara tries on a dress. The dress is far too long for her. Lara asks Simon: ""Does this dress fit me?"" Simon answers: ""Wow! That must be custom made! It's clearly the perfect size and length for you."" What did Simon want to convey? 


Your answer:
","
Simon is trying to convey that the dress looks like it was specifically made for Lara and fits her perfectly, despite it being too long. He is complimenting her and implying that she looks great in the dress.",competitor,,,,,,,,,,,,,,,,,,,,,
gpt-3.5-turbo-instruct,0.1,irony,greedy,,4,2,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Christian is Shane's big brother. One day, Christian is helping Shane with his homework. Christian explains the homework to Shane. When Shane starts the assignment, he does not follow Christian's instructions. Christian says, ""You are such a wonderful listener."" What did Christian want to convey?


Your answer:
","
Christian wanted to convey that Shane is not following his instructions and is not being a good listener. He may also be frustrated that Shane is not paying attention or taking his help seriously.",target,,,,,,,,,,,,,,,,,,,,,
gpt-3.5-turbo-instruct,0.1,irony,greedy,,4,3,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Andrew and Phil are good friends, but they play on different basketball teams. During one game, Phil tries to score a basket but Andrew blocks his shot. Andrew says, ""You are so good at this."" What did Andrew want to convey? 


Your answer:
","
Andrew wanted to convey that Phil is a skilled basketball player and that he was impressed by his abilities. He may also be acknowledging that Phil's shot was difficult to block, showing respect for his friend's talent.",competitor,,,,,,,,,,,,,,,,,,,,,
gpt-3.5-turbo-instruct,0.1,irony,greedy,,4,4,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Patrick and Jon like to eat at restaurants. One afternoon, they are at a restaurant eating lunch. Patrick orders a bowl of noodles and Jon orders a rice dish. While eating his meal, Patrick spills some noodles on his shirt. Jon says, ""You are so graceful."" What did Jon want to convey?


Your answer:
","
Jon is most likely being sarcastic and making fun of Patrick for being clumsy and spilling noodles on his shirt. He may also be teasing Patrick for not being able to eat his meal without making a mess.",target,,,,,,,,,,,,,,,,,,,,,
gpt-3.5-turbo-instruct,0.1,irony,greedy,,4,5,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Today Sarah and Tom are going to the beach to go swimming and sunbathing. It was Tom's idea, as he said it was going to be a lovely sunny day to go to the beach. But just as they arrive at the beach, it starts to rain and thunder. Sarah becomes angry. She says ""Oh yes, a lovely day for going to the beach."" What did Sarah want to convey?


Your answer:
","
Sarah is expressing her frustration and disappointment with the situation. She likely wanted to convey that she was not happy with Tom's suggestion to go to the beach and that she feels it was a waste of time and effort. She may also be conveying that",target,,,,,,,,,,,,,,,,,,,,,
gpt-3.5-turbo-instruct,0.1,irony,greedy,,4,6,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

It is a holiday. Stefan and Kim are sitting in the backseat of the car. They are fighting all the time. Their father says: ""Oh, it is so pleasant here."" What did the father want to convey?


Your answer:
",The father is trying to convey that he wants the fighting between Stefan and Kim to stop and for everyone to enjoy the holiday together. He is trying to create a peaceful and pleasant atmosphere in the car.,target,,,,,,,,,,,,,,,,,,,,,
gpt-3.5-turbo-instruct,0.1,irony,greedy,,4,7,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Kim and Jane are leaving the football stadium. Jane says, ""What a wonderful game."" Kim looks disappointed. Kim replies: ""Sorry I made you come."" What did Jane want to convey?


Your answer:
",Jane wanted to convey that she enjoyed the game and did not regret coming to the stadium with Kim. She may have noticed that Kim was disappointed and wanted to reassure her that she had a good time.,distractor_associative,,,,,,,,,,,,,,,,,,,,,
gpt-3.5-turbo-instruct,0.1,irony,greedy,,4,8,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Mark entered a golf tournament where he played badly and kept missing very easy shots. His friend Hal watched the tournament and afterwards he said to Mark, ""You sure are a good golfer."" What did Hal want to convey?


Your answer:
",Hal was being sarcastic and was actually trying to convey that Mark did not play well in the tournament.,target,,,,,,,,,,,,,,,,,,,,,
gpt-3.5-turbo-instruct,0.1,irony,greedy,,4,9,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Adrian's mother asks if he can look in his brother Tom's room to check if he has tidied up. Adrian opens the door to Tom's room, peers in, and sees that the room appears as it normally does - cluttered with toys and dirty clothes. He shouts to his mother: ""Mother, Tom, as usual, has done a splendid job tidying up!"" What did Adrian want to convey?


Your answer:
","
Adrian is being sarcastic and is trying to convey that his brother Tom has not actually tidied up his room, as it is still messy as usual.",target,,,,,,,,,,,,,,,,,,,,,
gpt-3.5-turbo-instruct,0.1,irony,greedy,,4,10,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Callie promised to bring a salad to Jason's dinner party. She arrived two hours late. Jason said, ""I'm so glad that you were able to fit us into your busy schedule."" What did Jason want to convey?


Your answer:
","
Jason wanted to convey that he was disappointed and possibly annoyed that Callie was late, but he was trying to be polite and make light of the situation by joking about her busy schedule.",target,,,,,,,,,,,,,,,,,,,,,
gpt-3.5-turbo-instruct,0.1,irony,greedy,,4,11,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

John is a teacher at an elementary school. When talking with the principal about a new student, who did poorly on her entrance examination, John said, ""This one is really sharp."" What did John want to convey?


Your answer:
","John is trying to convey that the new student is intelligent and has potential, despite her poor performance on the entrance examination. He is expressing confidence in her abilities and believes that she will excel in his class.",competitor,,,,,,,,,,,,,,,,,,,,,
gpt-3.5-turbo-instruct,0.1,irony,greedy,,4,12,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Melissa's friend convinces her to accompany her to a nightclub that her friend says is ""super hot"". When they arrive, it is so cold inside that they can see their breath. Melissa turns to her friend and says, ""The heat is really on in here."" What did Melissa want to convey?


Your answer:
","
Melissa is trying to convey that the nightclub is not as hot as her friend had described it to be. She is also possibly expressing her discomfort with the cold temperature inside the club.",target,,,,,,,,,,,,,,,,,,,,,
gpt-3.5-turbo-instruct,0.1,irony,greedy,,4,13,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Your friend is working on his novel and is not making any progress. When you ask him how it is going he says, ""It couldn't be any better.""  What does your friend want to convey?


Your answer:
","
Your friend is being sarcastic and is actually struggling with their novel. They are not making any progress and are feeling frustrated. By saying ""it couldn't be any better,"" they are implying that the situation is actually not good at all. They",target,,,,,,,,,,,,,,,,,,,,,
gpt-3.5-turbo-instruct,0.1,irony,greedy,,4,14,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Tom, who is who is a gourmet chef, was offered a job at a new restaurant. Tom's potential employer offered him really low pay and no benefits. When you ask Tom what he thinks of the offer he says, ""Well, their generosity knows no bounds."" What does Tom want to convey?


Your answer:
",Tom is being sarcastic and is implying that the job offer is not generous at all. He is most likely disappointed and frustrated with the low pay and lack of benefits being offered.,target,,,,,,,,,,,,,,,,,,,,,
gpt-3.5-turbo-instruct,0.1,irony,greedy,,4,15,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Megan and Kristine were looking after the neighbor's children one afternoon. The kids were energetic, enthusiastic, and well behaved. On the way home, Kristine said, ""Those kids were not fun at all."" What does Kristine want to convey?


Your answer:
","
Kristine wants to convey that the kids were not enjoyable to look after and possibly caused some frustration or annoyance.",competitor,,,,,,,,,,,,,,,,,,,,,
gpt-3.5-turbo-instruct,0.1,irony,greedy,,4,16,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Laura and Lynn were having coffee at a local caf&eacute;. They were talking about a boring date that Laura had had the night before. They had watched old reruns of cartoons all evening. Lynn said, ""That sounds so exciting.""  What did Lynn want to convey?


Your answer:
","
Lynn wanted to convey sarcasm or disbelief about the boring date that Laura had experienced. She was not genuinely impressed or interested in the date.",target,,,,,,,,,,,,,,,,,,,,,
gpt-3.5-turbo-instruct,0.1,irony,greedy,,4,17,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

While Tom and a new acquaintance from work, Sara, were chatting at a party, they noticed a colleague across the room. She was standing alone holding a drink and a CD. Tom points at the girl and comments:  ""The life of the party, right there."" What did Tom want to convey?


Your answer:
","
Tom is trying to convey that the colleague across the room is not actually the life of the party, despite her appearance. He is possibly implying that she is trying too hard or not fitting in with the rest of the group.",target,,,,,,,,,,,,,,,,,,,,,
gpt-3.5-turbo-instruct,0.1,irony,greedy,,4,18,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Jane and her best friend, Arthur, were selling chocolates door to door to raise money for a charity event. Jane and Arthur approached a house and tried to sell their candy to a mean couple. As they walked away, Jane comments: ""People in this community are so nice!""  What did Jane want to convey?


Your answer:
","Jane is being sarcastic and is actually trying to convey that the people in the community are not nice, as evidenced by the mean couple they just encountered.",target,,,,,,,,,,,,,,,,,,,,,
gpt-3.5-turbo-instruct,0.1,irony,greedy,,4,19,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Penny, Juanita, and Jill have tickets to a basketball game. At halftime, Juanita offers to go get some drinks. Forty minutes later, she finally returns, and Jill remarks, ""That was quick."" What did Jill want to convey?


Your answer:
",Jill wanted to convey that Juanita took a long time to get the drinks and it was not as quick as she had expected.,target,,,,,,,,,,,,,,,,,,,,,
gpt-3.5-turbo-instruct,0.1,irony,greedy,,4,20,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Mark gave his former colleague Krista tickets to a lecture where he was a guest speaker. Within the first 20 minutes of the lecture, the audience started to leave. The next day Krista talked to Mary about the lecture. Krista said: "" Oh, Mark held the audience's attention so well."" What did Krista want to convey?


Your answer:","
Krista wanted to convey that Mark's lecture was engaging and interesting, despite the fact that many people left early. She was impressed by his ability to hold the audience's attention.",competitor,,,,,,,,,,,,,,,,,,,,,
gpt-3.5-turbo-instruct,0.1,irony,greedy,,4,21,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Tracy was in a dance recital and invited her roommate Steve to watch. Tracy tripped many times during her performance. The next day Steve was talking to Dawn about the recital. Steve said: ""Some people have such natural grace!"" What did Steve want to convey?


Your answer:
","
Steve wanted to convey that Tracy did not have natural grace during her dance recital and that her performance was not as smooth as it could have been. He may have been trying to subtly criticize her performance without directly saying it.",target,,,,,,,,,,,,,,,,,,,,,
gpt-3.5-turbo-instruct,0.1,irony,greedy,,4,22,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

John finished the race way ahead of the other competitors. His friend laughed and said to him, ""You are so slow!"" What did his friend want to convey?


Your answer:
","
His friend was being sarcastic and actually meant the opposite, that John was very fast and had finished the race way ahead of everyone else.",target,,,,,,,,,,,,,,,,,,,,,
gpt-3.5-turbo-instruct,0.1,irony,greedy,,4,23,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

The Jones' had hired a new gardener. After a week the lawn was looking particularly unkempt. John remarked to his wife, ""He does such a good job!"" What did John want to convey?


Your answer:
",John is being sarcastic and is actually expressing dissatisfaction with the new gardener's work.,target,,,,,,,,,,,,,,,,,,,,,
gpt-3.5-turbo-instruct,0.1,irony,greedy,,4,24,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

It was the night before her exam and Tilly had read none of the course texts. Her brother said, ""I see your revision is going well.""  What did he want to convey?


Your answer:
","
The brother is being sarcastic and implying that Tilly has not been studying at all for her exam. He is teasing her for not being prepared and possibly trying to motivate her to study.",target,,,,,,,,,,,,,,,,,,,,,
gpt-3.5-turbo-instruct,0.1,irony,greedy,,4,25,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Barb and Tony went to a high school reunion. Barb was running late and came underdressed. Tony commented, ""Classy outfit."" What did Tony want to convey?


Your answer:
","
Tony wanted to convey that Barb's outfit was not appropriate for the high school reunion and that she should have dressed more formally or elegantly. He may have been disappointed or embarrassed by her choice of outfit.",target,,,,,,,,,,,,,,,,,,,,,
gpt-3.5-turbo-instruct,0.1,metaphor,greedy,,4,1,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Mary was asked about the town that she has just moved to. Mary responded: ""This town is a chimney."" What does Mary mean?


Your answer:
","
It is difficult to determine the exact meaning without more context, but it is possible that Mary is trying to convey that the town is constantly busy and bustling, like a chimney constantly emitting smoke. This could suggest that the town is full of activity and",distractor_plausibleliteral,,,,,,,,,,,,,,,,,,,,,
gpt-3.5-turbo-instruct,0.1,metaphor,greedy,,4,2,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Mike said to his expectant wife: ""Our baby is a lovebird's egg."" What did Mike mean?


Your answer:
","
Mike is expressing his excitement and love for their unborn child by comparing it to a lovebird's egg. He is implying that their baby is precious and full of potential, just like a delicate and precious bird's egg.",target,,,,,,,,,,,,,,,,,,,,,
gpt-3.5-turbo-instruct,0.1,metaphor,greedy,,4,3,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Andrew and Bob were discussing the investment company where Andrew works. Bob said: ""The investors are squirrels collecting nuts."" What does Bob mean?


Your answer:
","
Bob is implying that the investors at Andrew's company are constantly hoarding and saving their money, similar to how squirrels collect and store nuts for the winter. This could suggest that the investors are being overly cautious and conservative with their investments, possibly",target,,,,,,,,,,,,,,,,,,,,,
gpt-3.5-turbo-instruct,0.1,metaphor,greedy,,4,4,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Mark asked his mom what she thought about his new girlfriend. She replied: ""This young lady is 100% polyester."" What does she mean?


Your answer:","
The mom is most likely implying that the girlfriend is not genuine or authentic, comparing her to a synthetic material like polyester. She may be suggesting that the girlfriend is fake or insincere in some way.",target,,,,,,,,,,,,,,,,,,,,,
gpt-3.5-turbo-instruct,0.1,metaphor,greedy,,4,5,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Mary said to her husband: ""Our kids are pieces of taffy."" What did she mean? 


Your answer:
","
It is likely that Mary is using a metaphor to describe her children. Taffy is a type of candy that is soft and pliable, and can be stretched and molded into different shapes. By saying her kids are ""pieces of taff",distractor_literal,,,,,,,,,,,,,,,,,,,,,
gpt-3.5-turbo-instruct,0.1,metaphor,greedy,,4,6,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Mark saw a lady at the party and said to his friend: ""This lady's jewels are bursting stars."" What did Mark mean?


Your answer:
","
Mark is using a metaphor to describe the lady's jewelry. He is saying that her jewels are sparkling and shining like stars, and they are so beautiful and eye-catching that they seem to be bursting with light. This could also suggest that the lady",target,,,,,,,,,,,,,,,,,,,,,
gpt-3.5-turbo-instruct,0.1,metaphor,greedy,,4,7,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Ben was telling his friend about the fashion show that he attended. He said: ""This model was the blue canary at the show."" What did Ben mean? 


Your answer:
","
Ben meant that the model stood out and was the most eye-catching and impressive one at the fashion show, just like a blue canary would stand out among other birds.",target,,,,,,,,,,,,,,,,,,,,,
gpt-3.5-turbo-instruct,0.1,metaphor,greedy,,4,8,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Mary said to her granddaughter: ""The queen is our nation's aunt."" What did Mary mean?


Your answer:
","
Mary is trying to convey that the queen is a beloved and respected figure in their nation, similar to how an aunt is a beloved and respected family member.",distractor_plausibleliteral,,,,,,,,,,,,,,,,,,,,,
gpt-3.5-turbo-instruct,0.1,metaphor,greedy,,4,9,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Abby and Kyle were walking along the promenade one night, and they saw a couple smiling at each other. Abby noted: ""This sunset sings to the lovers."" What did Abby mean?


Your answer:
","
Abby is trying to convey that the sunset is a beautiful and romantic moment that is perfect for lovers to enjoy and appreciate together. The way the couple is smiling at each other shows that they are deeply in love and the sunset only adds to the",target,,,,,,,,,,,,,,,,,,,,,
gpt-3.5-turbo-instruct,0.1,metaphor,greedy,,4,10,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Jessica was giving a talk that her mom attended. After the talk, Jessica's mom called her husband and said: ""Jessica sailed towards the finish."" What did she mean?


Your answer:
","
It seems that Jessica's mom was proud of her daughter's performance during the talk and was conveying that she did a great job and successfully completed it. The use of the word ""sailed"" suggests that Jessica's presentation was smooth and effortless,",target,,,,,,,,,,,,,,,,,,,,,
gpt-3.5-turbo-instruct,0.1,metaphor,greedy,,4,11,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Jody and Mark were discussing their daughter's behavior. Mark said: ""She is walking all over her brothers."" What did Mark mean?


Your answer:
","Mark meant that their daughter is dominating and controlling her brothers, possibly not giving them enough space or respect in their interactions.",target,,,,,,,,,,,,,,,,,,,,,
gpt-3.5-turbo-instruct,0.1,metaphor,greedy,,4,12,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

During a business meeting, the general manager of the company said to the financial manager: ""The new accountant that you hired is a juggler."" What did the general manager mean? 


Your answer:
","
The general manager is most likely using the term ""juggler"" as a metaphor to describe the new accountant's ability to handle multiple tasks or responsibilities at once. This could suggest that the accountant is efficient and skilled in managing various financial tasks,",target,,,,,,,,,,,,,,,,,,,,,
gpt-3.5-turbo-instruct,0.1,metaphor,greedy,,4,13,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Ken was telling his friend about his shopping experience on Black Friday. Ken said: ""The store that I went to was a jungle."" What did Ken mean?


Your answer:
","
Ken meant that the store was chaotic and crowded, with people rushing around and competing for deals, similar to the chaos and competition found in a jungle.",target,,,,,,,,,,,,,,,,,,,,,
gpt-3.5-turbo-instruct,0.1,metaphor,greedy,,4,14,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Janet was telling her friend about the show that she saw last night. Janet said: ""The dancers were butterflies."" What did Janet mean?


Your answer:
","
Janet meant that the dancers in the show were graceful and light on their feet, just like butterflies. They moved with elegance and beauty, captivating the audience with their performance.",target,,,,,,,,,,,,,,,,,,,,,
gpt-3.5-turbo-instruct,0.1,metaphor,greedy,,4,15,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Caitlyn was telling her husband about her new co-worker. Caitlyn said: ""Sally is a block of ice."" What did she mean?


Your answer:
","
Caitlyn is trying to convey that her new co-worker, Sally, is cold and unapproachable. She may be using the phrase ""block of ice"" to describe Sally's demeanor or personality, indicating that she is not friendly or welcoming",target,,,,,,,,,,,,,,,,,,,,,
gpt-3.5-turbo-instruct,0.1,metaphor,greedy,,4,16,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Robert and his wife are discussing their neighbor. Robert said: ""Our neighbor is a sheep."" What did Robert mean?  


Your answer:
","
Robert is most likely using the term ""sheep"" to describe their neighbor as someone who blindly follows others and lacks independent thinking. He may also be implying that their neighbor is easily influenced or controlled by others.",target,,,,,,,,,,,,,,,,,,,,,
gpt-3.5-turbo-instruct,0.1,metaphor,greedy,,4,17,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Lucy told her teacher: ""The book that you gave me has more holes in it than Swiss cheese."" What did Lucy mean?


Your answer:
","
Lucy is trying to convey that the book given to her by her teacher is full of errors or inconsistencies, similar to the many holes found in Swiss cheese. She may be expressing her frustration or disappointment with the book's quality.",target,,,,,,,,,,,,,,,,,,,,,
gpt-3.5-turbo-instruct,0.1,metaphor,greedy,,4,18,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

The teacher told Sam: ""You have too much on your plate."" What did the teacher mean?


Your answer:
","
The teacher meant that Sam has too many tasks or responsibilities to handle at once, and may be feeling overwhelmed or stressed. The teacher may be suggesting that Sam needs to prioritize or delegate some of their workload in order to manage it effectively.",target,,,,,,,,,,,,,,,,,,,,,
gpt-3.5-turbo-instruct,0.1,metaphor,greedy,,4,19,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Melissa was discussing a new sales manager, who was hired a couple of days ago: ""She is a babe in the woods."" What did Melissa mean?


Your answer:
","
Melissa meant that the new sales manager is inexperienced and naive in her new role. She may not have much knowledge or understanding of the job and may need guidance and support to navigate through it successfully.",target,,,,,,,,,,,,,,,,,,,,,
gpt-3.5-turbo-instruct,0.1,metaphor,greedy,,4,20,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

John told his fiance: ""You are the tomato sauce to my pasta."" What did John mean?


Your answer:
","
John is expressing that his fiance is an essential and complementary part of his life, just like tomato sauce is an essential and complementary part of pasta. He is conveying that she completes him and makes his life better.",target,,,,,,,,,,,,,,,,,,,,,
gpt-3.5-turbo-instruct,0.1,metaphor,greedy,,2,1,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Mary was asked about the town that she has just moved to. Mary responded: ""This town is a chimney."" What does Mary mean?


Your answer:
","
It is difficult to determine the exact meaning without more context, but it is possible that Mary is using a metaphor to describe the town as being full of smoke or pollution, possibly indicating that it is not a pleasant or desirable place to live. Alternatively",target,,,,,,,,,,,,,,,,,,,,,
gpt-3.5-turbo-instruct,0.1,metaphor,greedy,,2,2,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Mike said to his expectant wife: ""Our baby is a lovebird's egg."" What did Mike mean?


Your answer:
","
It is likely that Mike is expressing his excitement and love for their unborn child by comparing it to a delicate and precious lovebird's egg. He may also be implying that their baby will bring joy and love into their lives, just like a love",target,,,,,,,,,,,,,,,,,,,,,
gpt-3.5-turbo-instruct,0.1,metaphor,greedy,,2,3,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Andrew and Bob were discussing the investment company where Andrew works. Bob said: ""The investors are squirrels collecting nuts."" What does Bob mean?


Your answer:
","
Bob is implying that the investors at Andrew's company are constantly hoarding and saving their money, just like squirrels collect and store nuts for the winter. This could suggest that the investors are being overly cautious and not taking enough risks with their investments",target,,,,,,,,,,,,,,,,,,,,,
gpt-3.5-turbo-instruct,0.1,metaphor,greedy,,2,4,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Mark asked his mom what she thought about his new girlfriend. She replied: ""This young lady is 100% polyester."" What does she mean?


Your answer:","
The mom is most likely implying that the girlfriend is not genuine or authentic, and is instead artificial or fake like the material polyester. She may be suggesting that the girlfriend is not a good match for Mark or that she has some negative qualities.",target,,,,,,,,,,,,,,,,,,,,,
gpt-3.5-turbo-instruct,0.1,metaphor,greedy,,2,5,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Mary said to her husband: ""Our kids are pieces of taffy."" What did she mean? 


Your answer:
","
It is likely that Mary is using a metaphor to describe her children. Taffy is a type of candy that is soft and pliable, and can be stretched and molded into different shapes. By saying her kids are ""pieces of taff",distractor_plausibleliteral,,,,,,,,,,,,,,,,,,,,,
gpt-3.5-turbo-instruct,0.1,metaphor,greedy,,2,6,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Mark saw a lady at the party and said to his friend: ""This lady's jewels are bursting stars."" What did Mark mean?


Your answer:
","
Mark is expressing admiration for the lady's jewelry, comparing them to ""bursting stars"" which suggests that they are dazzling and eye-catching. He is conveying that the lady's jewels are beautiful and impressive.",target,,,,,,,,,,,,,,,,,,,,,
gpt-3.5-turbo-instruct,0.1,metaphor,greedy,,2,7,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Ben was telling his friend about the fashion show that he attended. He said: ""This model was the blue canary at the show."" What did Ben mean? 


Your answer:
","
Ben meant that the model stood out and was the most eye-catching and impressive one at the fashion show, just like a blue canary would stand out among other birds.",target,,,,,,,,,,,,,,,,,,,,,
gpt-3.5-turbo-instruct,0.1,metaphor,greedy,,2,8,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Mary said to her granddaughter: ""The queen is our nation's aunt."" What did Mary mean?


Your answer:
","
Mary is trying to convey that the queen is a beloved and respected figure in their nation, similar to how an aunt is a beloved and respected family member.",distractor_plausibleliteral,,,,,,,,,,,,,,,,,,,,,
gpt-3.5-turbo-instruct,0.1,metaphor,greedy,,2,9,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Abby and Kyle were walking along the promenade one night, and they saw a couple smiling at each other. Abby noted: ""This sunset sings to the lovers."" What did Abby mean?


Your answer:
","
Abby is trying to convey that the sunset is a romantic and beautiful moment that is perfect for lovers to enjoy and appreciate together. The way the couple is smiling at each other shows that they are deeply in love and the sunset only adds to the",target,,,,,,,,,,,,,,,,,,,,,
gpt-3.5-turbo-instruct,0.1,metaphor,greedy,,2,10,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Jessica was giving a talk that her mom attended. After the talk, Jessica's mom called her husband and said: ""Jessica sailed towards the finish."" What did she mean?


Your answer:
","
It seems that Jessica's mom was proud of her daughter's performance during the talk and wanted to convey that she did a great job and successfully completed it. The phrase ""sailed towards the finish"" suggests that Jessica was confident and smooth in her",target,,,,,,,,,,,,,,,,,,,,,
gpt-3.5-turbo-instruct,0.1,metaphor,greedy,,2,11,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Jody and Mark were discussing their daughter's behavior. Mark said: ""She is walking all over her brothers."" What did Mark mean?


Your answer:
","Mark meant that their daughter is dominating and controlling her brothers, possibly in a negative or aggressive way. He may be concerned about her behavior and its impact on her brothers.",target,,,,,,,,,,,,,,,,,,,,,
gpt-3.5-turbo-instruct,0.1,metaphor,greedy,,2,12,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

During a business meeting, the general manager of the company said to the financial manager: ""The new accountant that you hired is a juggler."" What did the general manager mean? 


Your answer:
","
The general manager is implying that the new accountant is skilled at multitasking and managing multiple tasks at once, just like a juggler who can keep multiple objects in the air at the same time. This could be seen as a compliment to the financial",target,,,,,,,,,,,,,,,,,,,,,
